acct_id,contract_id,term,start_date,end_date,date_offered,date_signed,date_countersigned,add_datetime,event_name,section_name,row_name,seat_num,last_seat,num_seats,price_code,paid,printed,group_flag,consignment,comp_name,purchase_price,block_purchase_price,,description
117077,9427,10,01/01/2016,31/12/2025,26/01/2016,26/01/2016,26/01/2016,26/01/2016,RENEWALS,507,C,1,1,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
138741,8959,10,01/01/2016,31/12/2025,23/11/2015,23/11/2015,23/11/2015,23/11/2015,RENEWALS,507,C,2,5,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
104588,14390,5,01/01/2021,31/12/2026,15/12/2020,15/12/2020,15/12/2020,15/12/2020,RENEWALS,507,C,8,11,4,5M,Y,0,N,N,Not Comp,8250,33000,,
101401,14550,3,01/01/2021,31/12/2024,22/02/2021,22/02/2021,22/02/2021,22/02/2021,RENEWALS,507,C,12,13,2,3M,Y,0,N,N,Not Comp,5500,11000,,
100160,9479,10,01/01/2016,31/12/2025,28/01/2016,28/01/2016,28/01/2016,28/01/2016,RENEWALS,507,C,14,14,1,10HP,Y,0,N,N,Not Comp,13500,13500,,
100160,9480,10,01/01/2016,31/12/2025,28/01/2016,28/01/2016,28/01/2016,28/01/2016,RENEWALS,507,C,15,18,4,10HP,Y,0,N,N,Not Comp,13500,54000,,
130059,9152,10,01/01/2016,31/12/2025,14/12/2015,14/12/2015,14/12/2015,14/12/2015,RENEWALS,507,C,19,22,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
109867,14646,5,01/01/2022,31/12/2027,17/05/2021,17/05/2021,17/05/2021,17/05/2021,RENEWALS,507,C,23,24,2,5M,Y,0,N,N,Not Comp,8250,16500,,
108611,12699,3,01/01/2019,31/12/2021,01/02/2019,01/02/2019,01/02/2019,01/02/2019,RENEWALS,507,C,25,26,2,3M,Y,0,N,N,Not Comp,5500,11000,,
104815,3952,10,01/01/2016,31/12/2025,02/11/2015,02/11/2015,02/11/2015,02/11/2015,RENEWALS,507,C,27,27,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
156042,13086,3,01/01/2019,31/12/2021,02/07/2019,02/07/2019,02/07/2019,02/07/2019,RENEWALS,507,D,1,2,2,3M,Y,0,N,N,Not Comp,5500,11000,,
103572,14986,3,01/01/2022,31/12/2024,01/12/2021,01/12/2021,01/12/2021,01/12/2021,RENEWALS,507,D,3,4,2,3M,Y,0,N,N,Not Comp,5500,11000,,
105496,9379,10,01/01/2016,31/12/2025,22/01/2016,22/01/2016,22/01/2016,22/01/2016,RENEWALS,507,D,5,7,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
127480,9495,10,01/01/2016,31/12/2025,28/01/2016,28/01/2016,28/01/2016,28/01/2016,RENEWALS,507,D,8,13,6,10HP,Y,0,N,N,Not Comp,13500,81000,,
100160,9481,10,01/01/2016,31/12/2025,28/01/2016,28/01/2016,28/01/2016,28/01/2016,RENEWALS,507,D,14,14,1,10HP,Y,0,N,N,Not Comp,13500,13500,,
100160,9482,10,01/01/2016,31/12/2025,28/01/2016,28/01/2016,28/01/2016,28/01/2016,RENEWALS,507,D,15,18,4,10HP,Y,0,N,N,Not Comp,13500,54000,,
101401,14551,3,01/01/2021,31/12/2024,22/02/2021,22/02/2021,22/02/2021,22/02/2021,RENEWALS,507,D,19,22,4,3M,Y,0,N,N,Not Comp,5500,22000,,
104815,3953,10,01/01/2016,31/12/2025,02/11/2015,02/11/2015,02/11/2015,02/11/2015,RENEWALS,507,D,26,27,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
155762,14598,5,01/01/2021,31/12/2026,25/03/2021,25/03/2021,25/03/2021,25/03/2021,RENEWALS,507,E,2,2,1,5MP,P,0,N,N,Not Comp,8750,8750,,
107150,12582,3,01/01/2019,31/12/2021,15/01/2019,15/01/2019,15/01/2019,15/01/2019,RENEWALS,507,E,3,6,4,3M,Y,0,N,N,Not Comp,5500,22000,,
109996,9311,10,01/01/2016,31/12/2025,14/01/2016,14/01/2016,14/01/2016,14/01/2016,RENEWALS,507,E,7,8,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
127431,3998,10,01/01/2016,31/12/2025,10/11/2015,10/11/2015,10/11/2015,10/11/2015,RENEWALS,507,E,10,13,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
373837,12901,5,01/01/2019,31/12/2023,11/04/2019,11/04/2019,11/04/2019,11/04/2019,RENEWALS,507,E,14,14,1,5MP,P,0,N,N,Not Comp,9250,9250,,
373837,12902,5,01/01/2019,31/12/2023,11/04/2019,11/04/2019,11/04/2019,11/04/2019,RENEWALS,507,E,15,15,1,5MP,P,0,N,N,Not Comp,9250,9250,,
139057,14360,5,01/01/2022,31/12/2027,20/11/2020,20/11/2020,20/11/2020,20/11/2020,RENEWALS,507,E,16,17,2,5M,Y,0,N,N,Not Comp,8250,16500,,
108806,8995,10,01/01/2016,31/12/2025,26/11/2015,26/11/2015,26/11/2015,26/11/2015,RENEWALS,507,E,18,20,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
112754,9619,10,01/01/2016,31/12/2025,10/02/2016,10/02/2016,10/02/2016,10/02/2016,RENEWALS,507,E,21,22,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
127480,9496,10,01/01/2016,31/12/2025,28/01/2016,28/01/2016,28/01/2016,28/01/2016,RENEWALS,507,E,23,24,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
155986,9254,10,01/01/2016,31/12/2025,07/01/2016,07/01/2016,07/01/2016,07/01/2016,RENEWALS,507,E,25,26,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
108463,12877,3,01/01/2019,31/12/2021,31/03/2019,31/03/2019,31/03/2019,31/03/2019,RENEWALS,507,E,27,27,1,3M,Y,0,N,N,Not Comp,5500,5500,,
100355,14831,3,01/01/2022,31/12/2024,30/09/2021,30/09/2021,30/09/2021,30/09/2021,RENEWALS,507,F,1,5,5,3M,Y,0,N,N,Not Comp,5500,27500,,
107274,9251,10,01/01/2016,31/12/2025,07/01/2016,07/01/2016,07/01/2016,07/01/2016,RENEWALS,507,F,6,13,8,10HY,Y,0,N,N,Not Comp,12500,100000,,
109117,3945,10,01/01/2016,31/12/2025,02/11/2015,02/11/2015,02/11/2015,02/11/2015,RENEWALS,507,F,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
109117,3946,10,01/01/2016,31/12/2025,02/11/2015,02/11/2015,02/11/2015,02/11/2015,RENEWALS,507,F,15,15,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
156596,9650,10,01/01/2016,31/12/2025,11/02/2016,11/02/2016,11/02/2016,11/02/2016,RENEWALS,507,F,16,17,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
100632,14639,5,01/01/2021,31/12/2026,10/05/2021,10/05/2021,10/05/2021,10/05/2021,RENEWALS,507,F,19,24,6,5MP,P,0,N,N,Not Comp,9250,55500,,
200655,14458,5,01/01/2021,31/12/2026,18/01/2021,18/01/2021,18/01/2021,18/01/2021,RENEWALS,507,F,25,26,2,5M,Y,0,N,N,Not Comp,8250,16500,,
108463,12906,3,01/01/2019,31/12/2021,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,507,F,27,27,1,3M,Y,0,N,N,Not Comp,5500,5500,,
100355,14832,3,01/01/2022,31/12/2024,30/09/2021,30/09/2021,30/09/2021,30/09/2021,RENEWALS,507,G,1,1,1,3M,Y,0,N,N,Not Comp,5500,5500,,
465922,14684,10,01/01/2022,31/12/2032,14/06/2021,14/06/2021,14/06/2021,14/06/2021,RENEWALS,507,G,2,5,4,10M,Y,0,N,N,Not Comp,13500,54000,,
113450,9177,10,01/01/2016,31/12/2025,18/12/2015,18/12/2015,18/12/2015,18/12/2015,RENEWALS,507,G,6,9,4,10HP,Y,0,N,N,Not Comp,13500,54000,,
155267,3977,10,01/01/2016,31/12/2025,09/11/2015,09/11/2015,09/11/2015,09/11/2015,RENEWALS,507,G,10,11,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
112451,8915,10,01/01/2016,31/12/2025,13/11/2015,13/11/2015,13/11/2015,13/11/2015,RENEWALS,507,G,12,13,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
152827,9092,10,01/01/2016,31/12/2025,09/12/2015,09/12/2015,09/12/2015,09/12/2015,RENEWALS,507,G,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
156596,9651,10,01/01/2016,31/12/2025,11/02/2016,11/02/2016,11/02/2016,11/02/2016,RENEWALS,507,G,15,17,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
102329,14622,5,01/01/2021,31/12/2026,20/04/2021,20/04/2021,20/04/2021,20/04/2021,RENEWALS,507,G,19,24,6,5M,P,0,N,N,Not Comp,8250,49500,,
156711,14994,3,01/01/2022,31/12/2024,01/12/2021,01/12/2021,01/12/2021,01/12/2021,RENEWALS,507,G,25,26,2,3M,Y,0,N,N,Not Comp,5500,11000,,
155283,9009,5,01/01/2016,31/12/2020,28/11/2015,28/11/2015,28/11/2015,28/11/2015,RENEWALS,507,G,27,27,1,5HY,Y,0,N,N,Not Comp,7500,7500,,
109933,9398,10,01/01/2016,31/12/2025,22/01/2016,22/01/2016,22/01/2016,22/01/2016,RENEWALS,507,H,2,3,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
124842,8901,10,01/01/2016,31/12/2025,12/11/2015,12/11/2015,12/11/2015,12/11/2015,RENEWALS,507,H,4,6,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
145474,14476,5,01/01/2021,31/12/2026,21/01/2021,21/01/2021,21/01/2021,21/01/2021,RENEWALS,507,H,7,8,2,5M,Y,0,N,N,Not Comp,8250,16500,,
104851,9431,10,01/01/2016,31/12/2025,26/01/2016,26/01/2016,26/01/2016,26/01/2016,RENEWALS,507,H,10,13,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
181115,10994,10,01/06/2017,31/05/2027,15/05/2017,15/05/2017,15/05/2017,15/05/2017,RENEWALS,507,H,18,19,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
127480,9497,10,01/01/2016,31/12/2025,28/01/2016,28/01/2016,28/01/2016,28/01/2016,RENEWALS,507,H,20,21,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
363770,12867,10,01/03/2019,28/02/2029,22/03/2019,22/03/2019,22/03/2019,22/03/2019,RENEWALS,507,H,22,22,1,10MP,P,0,N,N,Not Comp,14500,14500,,
354373,12661,10,01/01/2019,31/12/2028,24/01/2019,24/01/2019,24/01/2019,24/01/2019,RENEWALS,507,H,23,24,2,10M,Y,0,N,N,Not Comp,13500,27000,,
109933,9399,10,01/01/2016,31/12/2025,22/01/2016,22/01/2016,22/01/2016,22/01/2016,RENEWALS,507,J,2,3,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
354472,12792,10,01/01/2019,31/12/2028,26/02/2019,26/02/2019,26/02/2019,26/02/2019,RENEWALS,507,J,4,5,2,10M,Y,0,N,N,Not Comp,13500,27000,,
155259,9860,10,01/01/2016,31/12/2025,13/04/2016,13/04/2016,13/04/2016,13/04/2016,RENEWALS,507,J,6,7,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
107916,14741,5,01/01/2022,31/12/2027,14/07/2021,14/07/2021,14/07/2021,14/07/2021,RENEWALS,507,J,8,9,2,5MP,P,0,N,N,Not Comp,9250,18500,,
104851,9432,10,01/01/2016,31/12/2025,26/01/2016,26/01/2016,26/01/2016,26/01/2016,RENEWALS,507,J,10,13,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
126466,12796,5,01/01/2019,31/12/2023,26/02/2019,26/02/2019,26/02/2019,26/02/2019,RENEWALS,507,J,14,14,1,5M,Y,0,N,N,Not Comp,8250,8250,,
126466,12795,5,01/01/2019,31/12/2023,26/02/2019,26/02/2019,26/02/2019,26/02/2019,RENEWALS,507,J,15,17,3,5M,Y,0,N,N,Not Comp,8250,24750,,
155994,12506,10,01/01/2019,31/12/2028,19/12/2018,19/12/2018,19/12/2018,19/12/2018,RENEWALS,507,J,19,20,2,10M,Y,0,N,N,Not Comp,13500,27000,,
103177,12782,5,01/01/2019,31/12/2023,25/02/2019,25/02/2019,25/02/2019,25/02/2019,RENEWALS,507,J,21,24,4,5MP,Y,0,N,N,Not Comp,9250,37000,,
106962,10017,10,01/01/2016,31/12/2025,11/07/2016,11/07/2016,11/07/2016,11/07/2016,RENEWALS,507,K,2,3,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
126466,12797,5,01/01/2019,31/12/2023,26/02/2019,26/02/2019,26/02/2019,26/02/2019,RENEWALS,507,K,14,14,1,5M,Y,0,N,N,Not Comp,8250,8250,,
126466,12798,5,01/01/2019,31/12/2023,26/02/2019,26/02/2019,26/02/2019,26/02/2019,RENEWALS,507,K,15,17,3,5M,Y,0,N,N,Not Comp,8250,24750,,
170688,13898,4,01/01/2020,31/12/2023,11/12/2019,11/12/2019,11/12/2019,11/12/2019,RENEWALS,507,K,18,18,1,3M,Y,0,N,N,Not Comp,5500,5500,,
122410,9696,10,01/01/2016,31/12/2025,18/02/2016,18/02/2016,18/02/2016,18/02/2016,RENEWALS,507,K,19,20,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
114294,11992,10,01/01/2018,31/12/2027,23/04/2018,23/04/2018,23/04/2018,23/04/2018,RENEWALS,507,K,21,21,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
120669,14603,10,01/01/2021,31/12/2031,26/03/2021,26/03/2021,26/03/2021,26/03/2021,RENEWALS,507,K,22,25,4,10M,Y,0,N,N,Not Comp,13500,54000,,
121983,3893,10,01/01/2016,31/12/2025,19/10/2015,19/10/2015,19/10/2015,19/10/2015,RENEWALS,508,A,1,1,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
129684,9179,10,01/01/2016,31/12/2025,18/12/2015,18/12/2015,18/12/2015,18/12/2015,RENEWALS,508,A,2,3,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
159269,13701,3,01/09/2019,31/08/2022,26/09/2019,26/09/2019,26/09/2019,26/09/2019,RENEWALS,508,A,8,8,1,3M,Y,0,N,N,Not Comp,5500,5500,,
106741,12807,5,01/01/2019,31/12/2023,28/02/2019,28/02/2019,28/02/2019,28/02/2019,RENEWALS,508,A,9,13,5,5M,Y,0,N,N,Not Comp,8250,41250,,
120574,9450,10,01/01/2016,31/12/2025,27/01/2016,27/01/2016,27/01/2016,27/01/2016,RENEWALS,508,A,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
120574,9451,10,01/01/2016,31/12/2025,27/01/2016,27/01/2016,27/01/2016,27/01/2016,RENEWALS,508,A,15,17,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
404947,14651,5,01/01/2020,31/12/2024,20/05/2021,20/05/2021,20/05/2021,20/05/2021,RENEWALS,508,A,18,19,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
109745,14038,5,01/01/2020,31/12/2024,20/01/2020,20/01/2020,20/01/2020,20/01/2020,RENEWALS,508,A,20,21,2,5M,Y,0,N,N,Not Comp,8250,16500,,
116802,9293,10,01/01/2016,31/12/2025,12/01/2016,12/01/2016,12/01/2016,12/01/2016,RENEWALS,508,A,22,23,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
517615,14880,5,01/01/2022,31/12/2026,26/10/2021,26/10/2021,26/10/2021,26/10/2021,RENEWALS,508,A,24,24,1,5HY,Y,0,N,N,Not Comp,7500,7500,,
102866,13281,3,01/09/2019,31/08/2022,19/09/2019,19/09/2019,19/09/2019,19/09/2019,RENEWALS,508,A,27,27,1,3M,Y,0,N,N,Not Comp,5500,5500,,
101920,9401,10,01/01/2016,31/12/2025,22/01/2016,22/01/2016,22/01/2016,22/01/2016,RENEWALS,508,B,1,3,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
135764,11837,10,01/01/2018,31/12/2027,08/02/2018,08/02/2018,08/02/2018,08/02/2018,RENEWALS,508,B,4,4,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
103020,9645,9,01/01/2016,11/02/2025,11/02/2016,11/02/2016,11/02/2016,11/02/2016,RENEWALS,508,B,5,8,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
106741,12808,5,01/01/2019,31/12/2023,28/02/2019,28/02/2019,28/02/2019,28/02/2019,RENEWALS,508,B,9,13,5,5M,Y,0,N,N,Not Comp,8250,41250,,
102440,9142,10,01/01/2016,31/12/2025,10/12/2015,10/12/2015,10/12/2015,10/12/2015,RENEWALS,508,B,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
102440,9694,10,01/01/2016,31/12/2025,17/02/2016,17/02/2016,17/02/2016,17/02/2016,RENEWALS,508,B,15,15,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
138723,9149,10,01/01/2016,31/12/2025,14/12/2015,14/12/2015,14/12/2015,14/12/2015,RENEWALS,508,B,16,17,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
404962,14100,3,01/01/2022,31/12/2024,30/01/2020,30/01/2020,30/01/2020,30/01/2020,RENEWALS,508,B,18,19,2,3M,Y,0,N,N,Not Comp,5500,11000,,
108419,12439,3,01/01/2019,31/12/2021,30/11/2018,30/11/2018,30/11/2018,30/11/2018,RENEWALS,508,B,20,21,2,3M,Y,0,N,N,Not Comp,5500,11000,,
156034,9211,10,01/01/2016,31/12/2025,06/01/2016,06/01/2016,06/01/2016,06/01/2016,RENEWALS,508,B,22,23,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
104815,3954,10,01/01/2016,31/12/2025,02/11/2015,02/11/2015,02/11/2015,02/11/2015,RENEWALS,508,C,1,3,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
111424,12620,5,01/01/2019,31/12/2023,23/01/2019,23/01/2019,23/01/2019,23/01/2019,RENEWALS,508,C,4,5,2,5M,Y,0,N,N,Not Comp,8250,16500,,
116588,9453,10,01/01/2016,31/12/2025,27/01/2016,27/01/2016,27/01/2016,27/01/2016,RENEWALS,508,C,6,7,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
121258,9452,10,01/01/2016,31/12/2025,27/01/2016,27/01/2016,27/01/2016,27/01/2016,RENEWALS,508,C,8,9,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
106962,10018,10,01/01/2016,31/12/2025,11/07/2016,11/07/2016,11/07/2016,11/07/2016,RENEWALS,508,C,10,13,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
111329,10054,10,01/07/2016,30/06/2026,27/07/2016,27/07/2016,27/07/2016,27/07/2016,RENEWALS,508,C,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
111329,10039,10,01/07/2016,30/06/2026,19/07/2016,19/07/2016,19/07/2016,19/07/2016,RENEWALS,508,C,15,15,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
104355,9049,10,01/01/2016,31/12/2026,07/12/2015,07/12/2015,07/12/2015,07/12/2015,RENEWALS,508,C,16,17,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
282343,13255,3,01/09/2019,31/12/2022,04/09/2019,04/09/2019,04/09/2019,04/09/2019,RENEWALS,513,K,10,10,1,DY15,Y,0,N,N,Not Comp,1500,1500,,
146092,14239,2,01/07/2020,30/06/2023,24/06/2020,24/06/2020,24/06/2020,24/06/2020,RENEWALS,513,K,12,13,2,1DY,Y,0,N,N,Not Comp,1250,2500,,
282319,12008,3,01/06/2018,31/05/2021,14/05/2018,14/05/2018,14/05/2018,14/05/2018,RENEWALS,513,K,14,17,4,3DY,Y,0,N,N,Not Comp,4000,16000,,
147405,12608,5,01/01/2019,31/12/2023,22/01/2019,22/01/2019,22/01/2019,22/01/2019,RENEWALS,513,K,18,19,2,5DY,Y,0,N,N,Not Comp,6500,13000,,
101083,13242,2,01/09/2019,31/12/2021,30/08/2019,30/08/2019,30/08/2019,30/08/2019,RENEWALS,513,K,20,22,3,DY15,Y,0,N,N,Not Comp,1500,4500,,
123918,13412,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,A,4,5,2,Y,Y,0,N,N,Not Comp,0,0,,
252361,11876,3,01/01/2018,31/12/2020,19/02/2018,19/02/2018,19/02/2018,19/02/2018,RENEWALS,514,A,8,9,2,3DP,Y,0,N,N,Not Comp,4700,9400,,
102980,10426,5,01/01/2018,31/12/2022,04/01/2017,04/01/2017,04/01/2017,04/01/2017,RENEWALS,514,A,10,13,4,Z,Y,0,N,N,Not Comp,0,0,,
120835,11475,4,01/01/2018,31/12/2021,23/11/2017,23/11/2017,23/11/2017,23/11/2017,RENEWALS,514,A,14,15,2,3DY,Y,0,N,N,Not Comp,4000,8000,,
109003,11564,10,01/01/2018,31/12/2027,08/12/2017,08/12/2017,08/12/2017,08/12/2017,RENEWALS,514,A,18,18,1,10DY,Y,0,N,N,Not Comp,12500,12500,,
109003,11565,10,01/01/2018,31/12/2027,08/12/2017,08/12/2017,08/12/2017,08/12/2017,RENEWALS,514,A,19,19,1,10DY,Y,0,N,N,Not Comp,12500,12500,,
252254,14494,3,01/01/2021,31/12/2024,27/01/2021,27/01/2021,27/01/2021,27/01/2021,RENEWALS,514,A,20,20,1,3DY,Y,0,N,N,Not Comp,4000,4000,,
111144,14729,3,01/01/2021,31/12/2024,08/07/2021,08/07/2021,08/07/2021,08/07/2021,RENEWALS,514,A,21,21,1,3DP,P,0,N,N,Not Comp,4700,4700,,
112339,12211,10,01/01/2018,31/12/2027,28/08/2018,28/08/2018,28/08/2018,28/08/2018,RENEWALS,514,A,22,22,1,10DY,Y,0,N,N,Not Comp,12500,12500,,
102790,14095,3,01/01/2020,31/12/2022,29/01/2020,29/01/2020,29/01/2020,29/01/2020,RENEWALS,514,A,23,23,1,3DY,Y,0,N,N,Not Comp,4000,4000,,
123918,13407,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,B,4,7,4,Y,Y,0,N,N,Not Comp,0,0,,
102980,11299,5,01/01/2018,31/12/2022,10/10/2017,10/10/2017,10/10/2017,10/10/2017,RENEWALS,514,B,10,10,1,Z,Y,0,N,N,Not Comp,0,0,,
102980,10427,5,01/01/2018,31/12/2022,04/01/2017,04/01/2017,04/01/2017,04/01/2017,RENEWALS,514,B,11,13,3,Z,Y,0,N,N,Not Comp,0,0,,
101963,11038,5,01/07/2017,30/06/2022,22/05/2017,22/05/2017,22/05/2017,22/05/2017,RENEWALS,514,B,14,19,6,5DY,Y,0,N,N,Not Comp,6500,39000,,
105923,11393,10,01/01/2018,31/12/2027,08/11/2017,08/11/2017,08/11/2017,08/11/2017,RENEWALS,514,B,20,21,2,10DY,Y,0,N,N,Not Comp,12500,25000,,
110147,14969,3,01/01/2022,31/12/2024,26/11/2021,26/11/2021,26/11/2021,26/11/2021,RENEWALS,514,B,22,23,2,3DY,Y,0,N,N,Not Comp,4000,8000,,
395111,13262,2,01/09/2019,31/12/2021,06/09/2019,06/09/2019,06/09/2019,06/09/2019,RENEWALS,514,C,3,3,1,DY15,Y,0,N,N,Not Comp,1500,1500,,
153460,11639,5,01/01/2018,31/12/2022,02/01/2018,02/01/2018,02/01/2018,02/01/2018,RENEWALS,514,C,4,5,2,5DY,Y,0,N,N,Not Comp,6500,13000,,
103873,11890,4,01/01/2018,31/12/2021,23/02/2018,23/02/2018,23/02/2018,23/02/2018,RENEWALS,514,C,6,9,4,3DP,Y,0,N,N,Not Comp,4700,18800,,
107021,12373,3,01/01/2019,31/12/2021,08/11/2018,08/11/2018,08/11/2018,08/11/2018,RENEWALS,514,C,10,13,4,3DP,Y,0,N,N,Not Comp,4700,18800,,
123918,13406,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,C,14,17,4,Y,Y,0,N,N,Not Comp,0,0,,
282228,14630,1,01/07/2020,31/07/2022,27/04/2021,27/04/2021,27/04/2021,27/04/2021,RENEWALS,514,C,18,19,2,1DY,Y,0,N,N,Not Comp,1250,2500,,
313767,12299,5,01/08/2018,31/07/2023,20/09/2018,20/09/2018,20/09/2018,20/09/2018,RENEWALS,514,C,20,21,2,5DP,P,0,N,N,Not Comp,7500,15000,,
395111,13263,2,01/09/2019,31/12/2021,06/09/2019,06/09/2019,06/09/2019,06/09/2019,RENEWALS,514,D,3,3,1,DY15,Y,0,N,N,Not Comp,1500,1500,,
395012,13231,1,01/09/2019,31/12/2021,29/08/2019,29/08/2019,29/08/2019,29/08/2019,RENEWALS,514,D,6,7,2,DY15,Y,0,N,N,Not Comp,1500,3000,,
123918,13402,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,D,8,11,4,Y,Y,0,N,N,Not Comp,0,0,,
123918,13626,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,D,14,17,4,Y,Y,0,N,N,Not Comp,0,0,,
123918,13405,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,D,20,23,4,Y,Y,0,N,N,Not Comp,0,0,,
123918,13628,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,E,3,4,2,Y,Y,0,N,N,Not Comp,0,0,,
114162,13955,3,01/01/2020,31/12/2023,08/01/2020,08/01/2020,08/01/2020,08/01/2020,RENEWALS,514,E,6,6,1,3DY,Y,0,N,N,Not Comp,4000,4000,,
114162,14843,3,01/01/2022,31/12/2024,06/10/2021,06/10/2021,06/10/2021,06/10/2021,RENEWALS,514,E,7,7,1,3DY,Y,0,N,N,Not Comp,4000,4000,,
123918,13627,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,E,8,23,16,Y,Y,0,N,N,Not Comp,0,0,,
123918,13410,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,F,3,4,2,Y,Y,0,N,N,Not Comp,0,0,,
170704,14127,3,01/01/2020,31/12/2022,10/02/2020,10/02/2020,10/02/2020,10/02/2020,RENEWALS,514,F,5,7,3,3DY,Y,0,N,N,Not Comp,4000,12000,,
132191,11889,11,01/01/2018,31/12/2028,23/02/2018,23/02/2018,23/02/2018,23/02/2018,RENEWALS,514,F,8,9,2,10DY,Y,0,N,N,Not Comp,12500,25000,,
123918,13411,12,01/01/2019,31/12/2030,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,514,F,10,17,8,Y,Y,0,N,N,Not Comp,0,0,,
119060,11578,5,01/01/2018,31/12/2022,12/12/2017,12/12/2017,12/12/2017,12/12/2017,RENEWALS,514,F,18,18,1,5DY,Y,0,N,N,Not Comp,6500,6500,,
313817,12178,3,01/08/2018,31/12/2021,17/08/2018,17/08/2018,17/08/2018,17/08/2018,RENEWALS,514,F,19,20,2,3DYE,Y,0,N,N,Not Comp,4300,8600,,
144113,13742,2,01/09/2019,31/08/2022,26/09/2019,26/09/2019,26/09/2019,26/09/2019,RENEWALS,514,F,21,21,1,1DY,Y,0,N,N,Not Comp,1250,1250,,
144113,13743,2,01/09/2019,31/08/2022,26/09/2019,26/09/2019,26/09/2019,26/09/2019,RENEWALS,514,F,22,22,1,1DY,Y,0,N,N,Not Comp,1250,1250,,
146670,13235,1,01/08/2019,31/07/2022,30/08/2019,30/08/2019,30/08/2019,30/08/2019,RENEWALS,514,G,2,3,2,1DY,Y,0,N,N,Not Comp,1250,2500,,
105097,12224,3,01/01/2018,31/12/2021,28/08/2018,28/08/2018,28/08/2018,28/08/2018,RENEWALS,514,G,4,9,6,3DY,Y,0,N,N,Not Comp,4000,24000,,
