acct_id,contract_id,term,start_date,end_date,date_offered,date_signed,date_countersigned,add_datetime,event_name,section_name,row_name,seat_num,last_seat,num_seats,price_code,paid,printed,group_flag,consignment,comp_name,purchase_price,block_purchase_price,,description
170647,13302,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,A,1,4,4,Y,Y,0,N,N,Not Comp,0,0,,
170647,13301,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,A,5,6,2,Y,Y,0,N,N,Not Comp,0,0,,
212175,14602,5,01/01/2021,31/12/2026,25/03/2021,25/03/2021,25/03/2021,25/03/2021,RENEWALS,501,A,7,8,2,5HY,P,0,N,N,Not Comp,7500,15000,,
148734,10872,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,A,9,9,1,Y,Y,0,Y,N,Not Comp,0,0,,
170647,12910,1,01/01/2019,31/12/2019,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,A,10,11,2,Y,Y,0,N,N,Not Comp,0,0,,
152629,2806,10,01/09/2014,31/08/2024,22/08/2014,22/08/2014,22/08/2014,22/08/2014,RENEWALS,501,A,12,13,2,GXP,Y,0,N,N,Not Comp,13200,26400,,
107116,11091,11,01/01/2017,31/12/2027,26/06/2017,26/06/2017,26/06/2017,26/06/2017,RENEWALS,501,A,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
107116,11092,11,01/01/2017,31/12/2027,26/06/2017,26/06/2017,26/06/2017,26/06/2017,RENEWALS,501,A,15,17,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
211854,11264,10,01/09/2017,31/08/2027,14/09/2017,14/09/2017,14/09/2017,14/09/2017,RENEWALS,501,A,18,18,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
211854,11265,10,01/09/2017,31/08/2027,14/09/2017,14/09/2017,14/09/2017,14/09/2017,RENEWALS,501,A,19,21,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
130096,12911,2,01/01/2019,31/12/2021,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,A,22,23,2,501,Y,0,N,N,Not Comp,0,0,,
354316,12913,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,A,24,26,3,501,Y,0,N,N,Not Comp,0,0,,
354316,12912,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,A,27,27,1,501,Y,0,N,N,Not Comp,0,0,,
148734,10873,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,B,1,1,1,Y,Y,0,Y,N,Not Comp,0,0,,
152629,2805,10,01/09/2014,31/08/2024,22/08/2014,22/08/2014,22/08/2014,22/08/2014,RENEWALS,501,B,2,3,2,GXP,Y,0,N,N,Not Comp,13200,26400,,
212027,11289,5,01/09/2017,31/12/2022,20/09/2017,20/09/2017,20/09/2017,20/09/2017,RENEWALS,501,B,10,11,2,5HY,Y,0,N,N,Not Comp,7650,15300,,
293423,12044,10,01/06/2018,31/05/2028,21/06/2018,21/06/2018,21/06/2018,21/06/2018,RENEWALS,501,B,12,13,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
415240,13293,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,B,14,14,1,501,Y,0,N,N,Not Comp,0,0,,
415240,14210,3,01/01/2020,31/12/2022,12/03/2020,12/03/2020,12/03/2020,12/03/2020,RENEWALS,501,B,15,15,1,501,Y,0,N,N,Not Comp,0,0,,
170647,13298,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,B,16,16,1,Y,Y,0,N,N,Not Comp,0,0,,
354308,12914,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,B,19,20,2,501,Y,0,N,N,Not Comp,0,0,,
100920,10712,10,01/01/2017,31/12/2026,21/02/2017,21/02/2017,21/02/2017,21/02/2017,RENEWALS,501,B,21,24,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
170647,13300,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,B,25,27,3,Y,Y,0,N,N,Not Comp,0,0,,
170647,13295,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,C,1,4,4,Y,Y,0,N,N,Not Comp,0,0,,
101421,14167,3,01/01/2020,31/12/2022,18/02/2020,18/02/2020,18/02/2020,18/02/2020,RENEWALS,501,C,5,9,5,3HP,Y,0,N,N,Not Comp,5700,28500,,
222125,12000,3,01/01/2018,31/12/2020,03/05/2018,03/05/2018,03/05/2018,03/05/2018,RENEWALS,501,C,10,11,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
415240,10874,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,C,14,14,1,501,Y,0,Y,N,Not Comp,0,0,,
415240,10875,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,C,15,15,1,501,Y,0,Y,N,Not Comp,0,0,,
314138,12584,3,01/01/2019,31/12/2021,15/01/2019,15/01/2019,15/01/2019,15/01/2019,RENEWALS,501,C,16,17,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
107455,12043,3,01/01/2018,31/12/2020,20/06/2018,20/06/2018,20/06/2018,20/06/2018,RENEWALS,501,C,18,19,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
354498,12915,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,C,20,21,2,501,Y,0,N,N,Not Comp,0,0,,
354498,14203,2,01/01/2019,31/12/2020,05/03/2020,05/03/2020,05/03/2020,05/03/2020,RENEWALS,501,C,22,23,2,501,Y,0,N,N,Not Comp,0,0,,
507269,14962,10,01/01/2022,31/12/2031,25/11/2021,25/11/2021,25/11/2021,25/11/2021,RENEWALS,501,C,24,25,2,10HP,P,0,N,N,Not Comp,13500,27000,,
170720,10695,10,01/01/2017,31/12/2026,17/02/2017,17/02/2017,17/02/2017,17/02/2017,RENEWALS,501,C,26,27,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
506782,14809,3,01/01/2022,31/12/2024,15/09/2021,15/09/2021,15/09/2021,15/09/2021,RENEWALS,501,D,1,2,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
148734,10876,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,D,3,3,1,Y,Y,0,Y,N,Not Comp,0,0,,
108005,14376,3,01/01/2020,31/12/2022,09/12/2020,09/12/2020,09/12/2020,09/12/2020,RENEWALS,501,D,4,7,4,3HY,Y,0,N,N,Not Comp,5000,20000,,
170647,13284,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,D,8,9,2,Y,Y,0,N,N,Not Comp,0,0,,
108649,10321,10,01/01/2017,31/12/2026,06/12/2016,06/12/2016,06/12/2016,06/12/2016,RENEWALS,501,D,10,13,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
153650,12129,3,01/03/2018,28/02/2021,01/08/2018,01/08/2018,01/08/2018,01/08/2018,RENEWALS,501,D,14,14,1,3HP,Y,0,N,N,Not Comp,5700,5700,,
153650,12130,3,01/03/2018,28/02/2021,01/08/2018,01/08/2018,01/08/2018,01/08/2018,RENEWALS,501,D,15,15,1,3HP,Y,0,N,N,Not Comp,5700,5700,,
104534,10298,10,01/01/2017,31/12/2026,29/11/2016,29/11/2016,29/11/2016,29/11/2016,RENEWALS,501,D,16,17,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
160119,10518,10,01/01/2017,31/12/2026,19/01/2017,19/01/2017,19/01/2017,19/01/2017,RENEWALS,501,D,18,19,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
354274,12916,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,D,20,21,2,501,Y,0,N,N,Not Comp,0,0,,
354282,12917,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,D,22,26,5,501,Y,0,N,N,Not Comp,0,0,,
148734,10877,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,D,27,27,1,Y,Y,0,Y,N,Not Comp,0,0,,
170647,13299,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,E,1,1,1,Y,Y,0,N,N,Not Comp,0,0,,
170647,13291,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,E,2,3,2,Y,Y,0,N,N,Not Comp,0,0,,
170647,13288,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,E,8,9,2,Y,Y,0,N,N,Not Comp,0,0,,
108649,10322,10,01/01/2017,31/12/2026,06/12/2016,06/12/2016,06/12/2016,06/12/2016,RENEWALS,501,E,10,10,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
108649,10323,10,01/01/2017,31/12/2026,06/12/2016,06/12/2016,06/12/2016,06/12/2016,RENEWALS,501,E,11,13,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
170647,10878,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,E,14,14,1,Y,Y,0,Y,N,Not Comp,0,0,,
170647,10879,5,01/01/2017,31/12/2021,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,E,15,15,1,Y,Y,0,Y,N,Not Comp,0,0,,
170647,13287,3,01/01/2020,31/12/2022,25/09/2019,25/09/2019,25/09/2019,25/09/2019,RENEWALS,501,E,16,17,2,Y,Y,0,N,N,Not Comp,0,0,,
142018,11458,5,01/01/2018,31/12/2022,23/11/2017,23/11/2017,23/11/2017,23/11/2017,RENEWALS,501,E,18,19,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
136192,12918,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,E,20,21,2,501,Y,0,N,N,Not Comp,0,0,,
136192,10880,2,01/01/2019,31/12/2020,04/05/2017,04/05/2017,04/05/2017,04/05/2017,RENEWALS,501,E,22,24,3,501,Y,0,Y,N,Not Comp,0,0,,
136192,12919,2,01/01/2019,31/12/2020,12/04/2019,12/04/2019,12/04/2019,12/04/2019,RENEWALS,501,E,25,27,3,501,Y,0,N,N,Not Comp,0,0,,
102483,9228,5,01/01/2016,31/12/2020,06/01/2016,06/01/2016,06/01/2016,06/01/2016,RENEWALS,503,B,20,23,4,5HY,Y,0,N,N,Not Comp,7500,30000,,
126557,9082,10,01/01/2016,31/12/2025,09/12/2015,09/12/2015,09/12/2015,09/12/2015,RENEWALS,503,B,24,25,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
110566,12494,5,01/01/2019,31/12/2023,17/12/2018,17/12/2018,17/12/2018,17/12/2018,RENEWALS,503,B,26,27,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
152439,11130,3,01/08/2017,31/07/2020,25/07/2017,25/07/2017,25/07/2017,25/07/2017,RENEWALS,503,C,1,2,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
119700,14422,1,01/01/2021,31/12/2022,07/01/2021,07/01/2021,07/01/2021,07/01/2021,RENEWALS,503,C,3,3,1,Z,Y,0,N,N,Not Comp,0,0,,
157156,9837,10,01/01/2016,31/12/2025,31/03/2016,31/03/2016,31/03/2016,31/03/2016,RENEWALS,503,C,4,5,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
374496,12975,5,01/06/2019,31/05/2024,06/06/2019,06/06/2019,06/06/2019,06/06/2019,RENEWALS,503,C,6,8,3,5HY,Y,0,N,N,Not Comp,7500,22500,,
120522,9047,10,01/01/2016,31/12/2025,07/12/2015,07/12/2015,07/12/2015,07/12/2015,RENEWALS,503,C,9,10,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
156216,9348,10,01/01/2016,31/12/2025,19/01/2016,19/01/2016,19/01/2016,19/01/2016,RENEWALS,503,C,11,11,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
156208,9347,10,01/01/2016,31/12/2025,19/01/2016,19/01/2016,19/01/2016,19/01/2016,RENEWALS,503,C,12,12,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
120372,9346,10,01/01/2016,31/12/2025,19/01/2016,19/01/2016,19/01/2016,19/01/2016,RENEWALS,503,C,13,13,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
156349,12392,3,01/01/2019,31/12/2021,12/11/2018,12/11/2018,12/11/2018,12/11/2018,RENEWALS,503,C,14,14,1,3HY,Y,0,N,N,Not Comp,5000,5000,,
156349,12393,3,01/01/2019,31/12/2021,12/11/2018,12/11/2018,12/11/2018,12/11/2018,RENEWALS,503,C,15,15,1,3HY,Y,0,N,N,Not Comp,5000,5000,,
111869,9111,10,01/01/2016,31/12/2025,01/11/2015,09/12/2015,09/12/2015,09/12/2015,RENEWALS,503,C,16,17,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
103367,14708,5,01/01/2022,31/12/2027,18/06/2021,18/06/2021,18/06/2021,18/06/2021,RENEWALS,503,C,18,19,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
465922,14683,10,01/01/2022,31/12/2032,14/06/2021,14/06/2021,14/06/2021,14/06/2021,RENEWALS,503,C,20,23,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
108980,9210,10,01/01/2016,31/12/2025,06/01/2016,06/01/2016,06/01/2016,06/01/2016,RENEWALS,503,C,24,27,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
105244,9096,10,01/01/2016,31/12/2025,09/12/2015,09/12/2015,09/12/2015,09/12/2015,RENEWALS,503,D,1,2,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
384610,13143,3,01/08/2019,30/07/2022,31/07/2019,31/07/2019,31/07/2019,31/07/2019,RENEWALS,503,D,3,4,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
158766,14826,10,01/01/2022,31/12/2031,29/09/2021,29/09/2021,29/09/2021,29/09/2021,RENEWALS,503,D,8,9,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
105422,9041,10,01/01/2016,31/12/2025,07/12/2015,07/12/2015,07/12/2015,07/12/2015,RENEWALS,503,D,10,13,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
158253,9933,5,01/06/2016,31/05/2021,14/06/2016,14/06/2016,14/06/2016,14/06/2016,RENEWALS,503,D,16,18,3,5HY,Y,0,N,N,Not Comp,7500,22500,,
130807,9833,10,01/01/2016,31/12/2025,30/03/2016,30/03/2016,30/03/2016,30/03/2016,RENEWALS,503,D,19,20,2,10HP,Y,0,N,N,Not Comp,9750,19500,,
112791,3897,10,01/01/2016,31/12/2025,20/10/2015,20/10/2015,20/10/2015,20/10/2015,RENEWALS,503,D,21,22,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
130807,9834,10,01/01/2016,31/12/2025,30/03/2016,30/03/2016,30/03/2016,30/03/2016,RENEWALS,503,D,23,24,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
212035,11283,4,01/09/2017,31/12/2021,15/09/2017,15/09/2017,15/09/2017,15/09/2017,RENEWALS,503,D,25,25,1,3HP,Y,0,N,N,Not Comp,5850,5850,,
113088,14414,5,01/01/2021,31/12/2026,06/01/2021,06/01/2021,06/01/2021,06/01/2021,RENEWALS,503,D,26,27,2,5HP,P,0,N,N,Not Comp,8500,17000,,
154807,12533,3,01/01/2019,31/12/2021,02/01/2019,02/01/2019,02/01/2019,02/01/2019,RENEWALS,503,E,2,3,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
121774,9176,10,01/01/2016,31/12/2025,18/12/2015,18/12/2015,18/12/2015,18/12/2015,RENEWALS,503,E,4,5,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
155325,9538,10,01/01/2016,31/12/2025,02/02/2016,02/02/2016,02/02/2016,02/02/2016,RENEWALS,503,E,6,9,4,10HY,Y,0,N,N,Not Comp,12500,50000,,
106509,9468,10,01/01/2016,31/12/2025,27/01/2016,27/01/2016,27/01/2016,27/01/2016,RENEWALS,503,E,10,11,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
105422,9042,10,01/01/2016,31/12/2025,07/12/2015,07/12/2015,07/12/2015,07/12/2015,RENEWALS,503,E,12,13,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
123434,3923,10,01/01/2016,31/12/2025,27/10/2015,27/10/2015,27/10/2015,27/10/2015,RENEWALS,503,E,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
123434,3924,10,01/01/2016,31/12/2025,27/10/2015,27/10/2015,27/10/2015,27/10/2015,RENEWALS,503,E,15,15,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
123380,10680,5,01/01/2017,31/12/2021,16/02/2017,16/02/2017,16/02/2017,16/02/2017,RENEWALS,503,E,16,17,2,5HP,Y,0,N,N,Not Comp,8500,17000,,
107527,10579,5,01/01/2017,31/12/2021,27/01/2017,27/01/2017,27/01/2017,27/01/2017,RENEWALS,503,E,18,19,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
152058,10732,10,01/01/2017,31/12/2026,28/02/2017,28/02/2017,28/02/2017,28/02/2017,RENEWALS,503,E,20,21,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
212035,11284,4,01/09/2017,31/12/2021,15/09/2017,15/09/2017,15/09/2017,15/09/2017,RENEWALS,503,E,22,22,1,3HP,Y,0,N,N,Not Comp,5850,5850,,
106119,9185,10,01/01/2016,31/12/2025,18/12/2015,18/12/2015,18/12/2015,18/12/2015,RENEWALS,503,E,23,24,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
114931,14772,3,01/01/2021,31/12/2023,04/08/2021,04/08/2021,04/08/2021,04/08/2021,RENEWALS,503,E,25,26,2,3HY,P,0,N,N,Not Comp,5000,10000,,
122072,14177,10,01/01/2020,31/12/2029,20/02/2020,20/02/2020,20/02/2020,20/02/2020,RENEWALS,503,E,27,27,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
211334,11191,10,01/09/2017,31/12/2027,23/08/2017,23/08/2017,23/08/2017,23/08/2017,RENEWALS,503,F,1,1,1,10HY,Y,0,N,N,Not Comp,13100,13100,,
354365,12650,3,01/01/2019,31/12/2021,24/01/2019,24/01/2019,24/01/2019,24/01/2019,RENEWALS,503,F,2,3,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
153395,13280,3,01/01/2019,31/12/2021,17/09/2019,17/09/2019,17/09/2019,17/09/2019,RENEWALS,503,F,4,5,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
120372,10421,5,01/01/2017,31/12/2021,04/01/2017,04/01/2017,04/01/2017,04/01/2017,RENEWALS,503,F,6,7,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
100355,10448,5,01/01/2017,31/12/2021,05/01/2017,05/01/2017,05/01/2017,05/01/2017,RENEWALS,503,F,8,9,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
132035,12828,3,01/01/2019,31/12/2021,05/03/2019,05/03/2019,05/03/2019,05/03/2019,RENEWALS,503,F,10,11,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
130849,12474,5,01/01/2019,31/12/2023,10/12/2018,10/12/2018,10/12/2018,10/12/2018,RENEWALS,503,F,12,13,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
116274,12509,3,01/01/2019,31/12/2021,20/12/2018,20/12/2018,20/12/2018,20/12/2018,RENEWALS,503,F,14,14,1,3HY,Y,0,N,N,Not Comp,5000,5000,,
116274,12510,3,01/01/2019,31/12/2021,20/12/2018,20/12/2018,20/12/2018,20/12/2018,RENEWALS,503,F,15,15,1,3HY,Y,0,N,N,Not Comp,5000,5000,,
112812,12475,3,01/01/2019,31/12/2021,10/12/2018,10/12/2018,10/12/2018,10/12/2018,RENEWALS,503,F,16,16,1,3HY,Y,0,N,N,Not Comp,5000,5000,,
116274,12446,3,01/01/2019,31/12/2021,04/12/2018,04/12/2018,04/12/2018,04/12/2018,RENEWALS,503,F,17,17,1,3HY,Y,0,N,N,Not Comp,5000,5000,,
154716,14418,5,01/01/2021,31/12/2026,06/01/2021,06/01/2021,06/01/2021,06/01/2021,RENEWALS,503,F,18,21,4,5HY,Y,0,N,N,Not Comp,7500,30000,,
100355,10447,5,01/01/2017,31/12/2021,05/01/2017,05/01/2017,05/01/2017,05/01/2017,RENEWALS,503,F,22,23,2,5HY,Y,0,N,N,Not Comp,7500,15000,,
109963,12831,3,01/01/2019,31/12/2021,06/03/2019,06/03/2019,06/03/2019,06/03/2019,RENEWALS,503,F,26,27,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
211334,11192,10,01/09/2017,31/12/2027,23/08/2017,23/08/2017,23/08/2017,23/08/2017,RENEWALS,503,G,1,1,1,10HY,Y,0,N,N,Not Comp,13100,13100,,
156190,12696,5,01/01/2019,31/12/2023,01/02/2019,01/02/2019,01/02/2019,01/02/2019,RENEWALS,503,G,2,5,4,5HY,Y,0,N,N,Not Comp,7500,30000,,
121448,10341,10,01/01/2017,31/12/2026,08/12/2016,08/12/2016,08/12/2016,08/12/2016,RENEWALS,503,G,6,7,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
211185,11182,10,01/08/2017,31/12/2027,18/08/2017,18/08/2017,18/08/2017,18/08/2017,RENEWALS,503,G,8,9,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
106119,9186,10,01/01/2016,31/12/2025,18/12/2015,18/12/2015,18/12/2015,18/12/2015,RENEWALS,503,G,10,11,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
132476,9130,10,01/01/2016,31/12/2025,10/12/2015,10/12/2015,10/12/2015,10/12/2015,RENEWALS,503,G,12,13,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
106550,9187,10,01/01/2016,31/12/2025,18/12/2015,18/12/2015,18/12/2015,18/12/2015,RENEWALS,503,G,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
106550,9188,10,01/01/2016,31/12/2025,18/12/2015,18/12/2015,18/12/2015,18/12/2015,RENEWALS,503,G,15,17,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
155242,12586,3,01/01/2019,31/12/2021,15/01/2019,15/01/2019,15/01/2019,15/01/2019,RENEWALS,503,G,18,19,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
112624,14511,5,01/01/2021,31/12/2026,01/02/2021,01/02/2021,01/02/2021,01/02/2021,RENEWALS,503,G,20,21,2,5HP,P,0,N,N,Not Comp,8500,17000,,
116970,11160,10,01/08/2017,31/07/2027,09/08/2017,09/08/2017,09/08/2017,09/08/2017,RENEWALS,503,G,24,24,1,10HP,Y,0,N,N,Not Comp,13500,13500,,
119613,9858,10,01/01/2016,31/12/2025,13/04/2016,13/04/2016,13/04/2016,13/04/2016,RENEWALS,503,G,25,26,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
111944,9648,10,01/01/2016,31/12/2025,11/02/2016,11/02/2016,11/02/2016,11/02/2016,RENEWALS,503,H,3,5,3,10HY,Y,0,N,N,Not Comp,12500,37500,,
142828,3053,6,01/01/2017,31/12/2022,,,,26/09/2014,RENEWALS,503,H,6,7,2,Y,Y,0,N,N,Other,0,0,,
119007,9746,10,01/01/2016,31/12/2025,01/02/2016,04/03/2016,04/03/2016,04/03/2016,RENEWALS,503,H,8,9,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
121470,14676,3,01/01/2022,31/12/2025,14/06/2021,14/06/2021,14/06/2021,14/06/2021,RENEWALS,503,H,10,11,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
147611,12530,10,01/01/2019,31/12/2028,02/01/2019,02/01/2019,02/01/2019,02/01/2019,RENEWALS,503,H,12,13,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
211607,13079,10,01/09/2017,31/08/2027,02/07/2019,02/07/2019,02/07/2019,02/07/2019,RENEWALS,503,H,14,14,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
211607,13080,10,01/09/2017,31/08/2027,02/07/2019,02/07/2019,02/07/2019,02/07/2019,RENEWALS,503,H,15,15,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
101156,9791,10,01/01/2016,31/12/2025,09/03/2016,09/03/2016,09/03/2016,09/03/2016,RENEWALS,503,H,16,17,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
375253,13123,10,01/07/2019,30/06/2029,16/07/2019,16/07/2019,16/07/2019,16/07/2019,RENEWALS,503,H,18,19,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
120036,3821,10,01/09/2015,31/12/2025,14/08/2015,14/08/2015,14/08/2015,14/08/2015,RENEWALS,503,H,20,21,2,10HY,Y,0,N,N,Not Comp,12500,25000,,
157875,9920,10,01/05/2016,30/04/2026,26/05/2016,26/05/2016,26/05/2016,26/05/2016,RENEWALS,503,H,22,23,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
116970,11161,10,01/08/2017,31/07/2027,09/08/2017,09/08/2017,09/08/2017,09/08/2017,RENEWALS,503,H,24,24,1,10HP,Y,0,N,N,Not Comp,13500,13500,,
118274,14123,3,01/01/2020,31/12/2022,07/02/2020,07/02/2020,07/02/2020,07/02/2020,RENEWALS,503,J,3,4,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
156653,12554,3,01/01/2019,31/12/2021,08/01/2019,08/01/2019,08/01/2019,08/01/2019,RENEWALS,503,J,5,6,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
156497,12442,3,01/01/2019,31/12/2021,30/11/2018,30/11/2018,30/11/2018,30/11/2018,RENEWALS,503,J,7,8,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
126557,9083,10,01/01/2016,31/12/2025,09/12/2015,09/12/2015,09/12/2015,09/12/2015,RENEWALS,503,J,9,10,2,10HP,Y,0,N,N,Not Comp,13500,27000,,
126557,9084,10,01/01/2016,31/12/2025,09/12/2015,09/12/2015,09/12/2015,09/12/2015,RENEWALS,503,J,11,11,1,10HP,Y,0,N,N,Not Comp,13500,13500,,
115168,12969,3,01/06/2019,31/05/2022,05/06/2019,05/06/2019,05/06/2019,05/06/2019,RENEWALS,503,J,12,13,2,3HP,Y,0,N,N,Not Comp,5700,11400,,
103974,12947,3,01/01/2020,31/12/2022,17/05/2019,17/05/2019,17/05/2019,17/05/2019,RENEWALS,503,J,14,14,1,3HY,Y,0,N,N,Not Comp,5000,5000,,
211607,13107,10,01/07/2019,30/06/2029,05/07/2019,05/07/2019,05/07/2019,05/07/2019,RENEWALS,503,J,15,15,1,10HY,Y,0,N,N,Not Comp,12500,12500,,
374561,12993,5,01/06/2019,31/05/2024,12/06/2019,12/06/2019,12/06/2019,12/06/2019,RENEWALS,503,J,16,17,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
155507,12493,3,01/01/2019,31/12/2021,14/12/2018,14/12/2018,14/12/2018,14/12/2018,RENEWALS,503,J,18,19,2,3HY,Y,0,N,N,Not Comp,5000,10000,,
105319,10488,5,01/01/2017,31/12/2021,16/01/2017,16/01/2017,16/01/2017,16/01/2017,RENEWALS,503,J,20,23,4,5HY,Y,0,N,N,Not Comp,7500,30000,,
108029,8980,10,01/01/2016,31/12/2025,25/11/2015,25/11/2015,25/11/2015,25/11/2015,RENEWALS,503,J,24,24,1,10HP,Y,0,N,N,Not Comp,13500,13500,,
