acct_id,invoice_balance,total_bought,total_paid,total_owed,ticket_bought,ticket_paid,ticket_owed,sc_bought,sc_paid,sc_owed,donations_pledged,donations_received,donations_owed,on_account_payments,other,charge_back_count,charge_back_amount,acct_type_desc,tag
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Personal,
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
99,0,40,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,FAI,
100,7607.5,17649.9,10074.9,7575,17620,10020,7600,29.9,21.4,8.5,0,0,0,0,0,0,0,Personal,
101,8000,8020.45,110.45,7910,8000,0,8000,20.45,20.45,0,0,0,0,90,0,0,0,Personal,
102,0,20,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,Personal,
103,5,85,80,5,80,80,0,5,0,5,0,0,0,0,0,0,0,Personal,
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Personal,
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
1000,4.5,129.5,80,49.5,80,80,0,49.5,0,49.5,0,0,0,0,0,0,0,Personal,
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
4112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
5894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
6558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Personal,
6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
10284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
13036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
13081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
14074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
14126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
14660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
14661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
14871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
15377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
15924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Personal,
16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
16594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
16595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
17116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
19114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
19852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
20307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
20309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
20426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
30014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
30070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
32193,0,140,140,0,140,140,0,0,0,0,0,0,0,0,0,0,0,Pairc Ui Chaoimh,
40011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
40099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAI,
49999,0,122.5,40,82.5,120,40,80,2.5,0,2.5,0,0,0,0,0,0,0,Personal,
100000,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100001,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100002,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100008,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100016,0,60,15,45,0,0,0,60,15,45,0,0,0,0,0,0,0,Corporate,
100026,2010,22888.2,37517.2,-14629,22695.2,28161.2,-5466,193,163,30,0,0,0,9193,0,0,0,Corporate,
100030,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100038,4010,61514.4,120679.41,-59165.01,60994.4,96994.4,-36000,520,420.01,99.99,0,0,0,23265,0,0,0,Corporate,
100049,2007.5,46078.3,57740.8,-11662.5,45899.7,45899.7,0,178.6,141.1,37.5,0,0,0,11700,0,0,0,Corporate,
100050,55,749,379,370,0,0,0,749,379,370,0,0,0,0,0,0,0,Corporate,
100063,0,447.05,333.05,114,290,290,0,157.05,43.05,114,0,0,0,0,0,0,0,Corporate,
100068,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100074,0,902.8,887.8,15,136.88,136.88,0,765.92,750.92,15,0,0,0,0,0,0,0,Corporate,
100078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Personal,
100086,0,11183.6,17449.6,-6266,11098.6,11098.6,0,85,85,0,0,0,0,6266,0,0,0,Personal,
100091,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100095,0,22.5,22.5,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,Personal,
100097,3270,31917.4,72341.36,-40423.96,31512.6,72069.06,-40556.46,404.8,272.3,132.5,0,0,0,0,0,0,0,Corporate,
100109,0,84.5,59.5,25,0,0,0,84.5,59.5,25,0,0,0,0,0,0,0,Corporate,
100116,0,173.1,173.1,0,0,0,0,173.1,173.1,0,0,0,0,0,0,0,0,Corporate,
100127,0,70,70,0,0,0,0,70,70,0,0,0,0,0,0,0,0,Corporate,
100138,0,97.5,37.5,60,0,0,0,97.5,37.5,60,0,0,0,0,0,0,0,Corporate,
100149,10,144.5,104.5,40,0,0,0,144.5,104.5,40,0,0,0,0,0,0,0,Corporate,
100151,0,374,474,-100,0,100,-100,374,374,0,0,0,0,0,0,0,0,Corporate,
100160,5025,136457,163297,-26840,136222,136222,0,235,75,160,0,0,0,27000,0,0,0,Corporate,
100172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corporate,
100183,5,70,50,20,0,0,0,70,50,20,0,0,0,0,0,0,0,Corporate,
100194,0,252.5,232.5,20,0,0,0,252.5,232.5,20,0,0,0,0,0,0,0,Corporate,
100205,5,233.19,213.19,20,0,0,0,233.19,213.19,20,0,0,0,0,0,0,0,Corporate,
100214,15,149,89,60,0,0,0,149,89,60,0,0,0,0,0,0,0,Corporate,
100269,1210,54413.2,60863.2,-6450,54198.2,54198.2,0,215,185,30,0,0,0,6480,0,0,0,Corporate,
100270,0,251.25,162.75,88.5,0,0,0,251.25,162.75,88.5,0,0,0,0,0,0,0,Corporate,
100281,0,70.55,70.55,0,0,0,0,70.55,70.55,0,0,0,0,0,0,0,0,Corporate,
100293,1005,1054.4,2514.4,-1460,920.6,920.6,0,133.8,113.8,20,0,0,0,1480,0,0,0,Corporate,
100304,5,107.1,84.1,23,0,0,0,107.1,84.1,23,0,0,0,0,0,0,0,Corporate,
100311,9600,48877.2,43347.2,5530,48817.2,41217.2,7600,60,30,30,0,0,0,2100,0,0,0,Corporate,
100333,0,241,241,0,0,0,0,241,241,0,0,0,0,0,0,0,0,Corporate,
100345,5,69.8,49.8,20,0,0,0,69.8,49.8,20,0,0,0,0,0,0,0,Corporate,
100355,6385,309994.7,315334.7,-5340,309567.2,303267.2,6300,427.5,87.5,340,0,0,0,11980,0,0,0,Premium,
100361,0,161.15,157.95,3.2,6.75,3.55,3.2,154.4,154.4,0,0,0,0,0,0,0,0,Corporate,
100372,30,329.78,209.78,120,102.38,102.38,0,227.4,107.4,120,0,0,0,0,0,0,0,Corporate,
100388,5,37.5,17.5,20,0,0,0,37.5,17.5,20,0,0,0,0,0,0,0,Corporate,
100399,5,140,115,25,0,0,0,140,115,25,0,0,0,0,0,0,0,Corporate,
100401,715,57545.6,74230.1,-16684.5,57408.1,57408.1,0,137.5,100,37.5,0,0,0,16722,0,0,0,Corporate,
100415,1215,74581.8,86536.8,-11955,74401.8,74401.8,0,180,135,45,0,0,0,12000,0,0,0,Corporate,
100425,10,12340.2,12330.2,10,12131.2,12131.2,0,209,199,10,0,0,0,0,0,0,0,Corporate,
100437,0,246.7,146.7,100,0,0,0,246.7,146.7,100,0,0,0,0,0,0,0,Corporate,
100448,5,771.51,712.99,58.52,69.55,69.55,0,701.96,643.44,58.52,0,0,0,0,0,0,0,Corporate,
100459,0,50,35,15,0,0,0,50,35,15,0,0,0,0,0,0,0,Corporate,
100469,2.5,577.47,559.97,17.5,1.92,1.92,0,575.55,558.05,17.5,0,0,0,0,0,0,0,Corporate,
100470,10,416,376,40,300,300,0,116,76,40,0,0,0,0,0,0,0,Corporate,
100481,0,18316.9,22106.9,-3790,18263.1,18263.1,0,53.8,43.8,10,0,0,0,3800,0,0,0,Corporate,
100493,0,101.5,71.5,30,0,0,0,101.5,71.5,30,0,0,0,0,0,0,0,Corporate,
100503,1893.4,11196,3081.6,8114.4,11071,2960,8111,125,121.6,3.4,0,0,0,0,0,0,0,Corporate,
100513,25,36223,42998,-6775,35723,35723,0,500,475,25,0,0,0,6800,0,0,0,Corporate,
100524,0,190.55,190.55,0,0,0,0,190.55,190.55,0,0,0,0,0,0,0,0,Corporate,
100536,10,20499.2,39469.2,-18970,20399.2,39399.2,-19000,100,70,30,0,0,0,0,0,0,0,Corporate,
100547,0,35.5,28,7.5,0,0,0,35.5,28,7.5,0,0,0,0,0,0,0,Corporate,
100559,0,33943.2,42413.2,-8470,33801.2,33801.2,0,142,112,30,0,0,0,8500,0,0,0,Corporate,
100566,0,59.25,44.25,15,0,0,0,59.25,44.25,15,0,0,0,0,0,0,0,Corporate,
100577,0,37.5,22.5,15,2.5,2.5,0,35,20,15,0,0,0,0,0,0,0,Corporate,
100588,907.5,27592.23,27510.03,82.2,27350.9,27350.9,0,241.33,159.13,82.2,0,0,0,0,0,0,0,Corporate,
100599,10,20096.5,20056.5,40,20000,20000,0,96.5,56.5,40,0,0,0,0,0,0,0,Corporate,
100601,5,89.5,69.5,20,0,0,0,89.5,69.5,20,0,0,0,0,0,0,0,Corporate,
100619,0,78.5,78.5,0,0,0,0,78.5,78.5,0,0,0,0,0,0,0,0,Corporate,
100621,12.5,10957.15,30844.65,-19887.5,10008.05,30008.05,-20000,949.1,836.6,112.5,0,0,0,0,0,0,0,Corporate,
100632,32400,108440.55,78440.55,30000,108001.8,78001.8,30000,438.75,438.75,0,0,0,0,0,0,0,0,Corporate,
100643,605,27474.1,27439.6,34.5,27249.6,27249.6,0,224.5,190,34.5,0,0,0,0,0,0,0,Corporate,
100654,1005,27640.6,27620.6,20,27600.6,27600.6,0,40,20,20,0,0,0,0,0,0,0,Corporate,
100676,0,60,60,0,0,0,0,60,60,0,0,0,0,0,0,0,0,Corporate,
100687,20,117552.5,127177.5,-9625,117262.4,117262.4,0,290.1,135.1,155,0,0,0,9780,0,0,0,Corporate,
100699,0,40,25,15,0,0,0,40,25,15,0,0,0,0,0,0,0,Corporate,
100700,0,156.8,156.8,0,78.4,78.4,0,78.4,78.4,0,0,0,0,0,0,0,0,Corporate,
100720,12.5,133.13,83.13,50,0,0,0,133.13,83.13,50,0,0,0,0,0,0,0,Corporate,
100731,0,308.2,263.2,45,0,0,0,308.2,263.2,45,0,0,0,0,0,0,0,Corporate,
100754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corporate,
100761,119802.5,274727.1,177677.1,97050,274406.3,165156.3,109250,320.8,110.8,210,0,0,0,12410,0,0,0,Corporate,
100772,4020,106265.4,123480.4,-17215,105678.4,105678.4,0,587,462,125,0,0,0,17340,0,0,0,Corporate,
100783,0,99,99,0,0,0,0,99,99,0,0,0,0,0,0,0,0,Corporate,
100805,0,123.2,123.2,0,0,0,0,123.2,123.2,0,0,0,0,0,0,0,0,Corporate,
100849,27877,851003.6,996660.9,-145657.3,849807.7,845230.7,4577,1195.9,470.2,725.7,0,0,0,150960,0,0,0,Corporate,
100851,16,3070,3054,16,3050,3050,0,20,4,16,0,0,0,0,0,0,0,Corporate,
100865,30,120,0,120,0,0,0,120,0,120,0,0,0,0,0,0,0,Corporate,
100875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corporate,
100887,0,151.5,151.5,0,0,0,0,151.5,151.5,0,0,0,0,0,0,0,0,Corporate,
100898,10,53921.7,61782.54,-7860.84,53655.2,53846.04,-190.84,266.5,236.5,30,0,0,0,7700,0,0,0,Corporate,
100909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corporate,
100919,810,53566,60746,-7180,53499.2,53499.2,0,66.8,26.8,40,0,0,0,7220,0,0,0,Corporate,
100920,4020,103079.4,121351.4,-18272,102358.4,102358.4,0,721,553,168,0,0,0,18440,0,0,0,Corporate,
100931,2430,160029.9,182859.9,-22830,159471.6,159471.6,0,558.3,468.3,90,0,0,0,22920,0,0,0,Corporate,
100943,0,82,67,15,0,0,0,82,67,15,0,0,0,0,0,0,0,Corporate,
100953,5,59.8,39.8,20,0,0,0,59.8,39.8,20,0,0,0,0,0,0,0,Corporate,
100963,15,546,412.02,133.98,0,0,0,546,412.02,133.98,0,0,0,0,0,0,0,Corporate,
100974,0,319,319,0,0,0,0,319,319,0,0,0,0,0,0,0,0,Corporate,
100985,2415,60741.61,80696.61,-19955,60201.8,60201.8,0,539.81,494.81,45,0,0,0,20000,0,0,0,Corporate,
101008,1217.5,45817.8,56807.8,-10990,45572.8,45572.8,0,245,175,70,0,0,0,11060,0,0,0,Corporate,
101011,0,147.6,87.6,60,0,0,0,147.6,87.6,60,0,0,0,0,0,0,0,Corporate,
101022,1610,52764.7,60738.7,-7974,52519.2,52519.2,0,245.5,179.5,66,0,0,0,8040,0,0,0,Corporate,
101033,0,35,35,0,0,0,0,35,35,0,0,0,0,0,0,0,0,Corporate,
